batch_idx,sample_in_batch,video_path,gap_start_frame,gap_end_frame,pesq,stoi
0,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brbd3a.mpg,191,291,4.153356552124023,0.7012227158758976
0,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh8n.mpg,107,207,2.241079807281494,0.7921896161606886
0,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srak9a.mpg,165,265,3.754661798477173,0.665624534840446
0,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/srbl3a.mpg,31,131,1.722692608833313,0.8909463283969304
0,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgil5s.mpg,126,226,2.9903600215911865,0.8398639661564581
0,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgas2n.mpg,113,213,2.249441146850586,0.7529598979669605
0,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swwf9a.mpg,134,234,2.2872672080993652,0.7848234579456659
0,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgak2n.mpg,89,189,1.6240391731262207,0.8069450617747729
0,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix5s.mpg,197,297,3.909357786178589,0.7598322939215526
0,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgij8n.mpg,103,203,2.232389211654663,0.7569528133815961
0,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrbh9s.mpg,170,270,3.5907771587371826,0.8086786969109543
0,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbix7a.mpg,150,250,3.01898455619812,0.6975265099078434
0,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa5s.mpg,195,295,3.8808414936065674,0.868552693140949
0,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbio4n.mpg,57,157,1.5924286842346191,0.7361429936794457
0,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbxzp.mpg,11,111,1.7022216320037842,0.8831327676101327
0,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgbbzn.mpg,159,259,2.78009295463562,0.7564144516681671
1,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi2n.mpg,187,287,3.9540390968322754,0.9742016902685431
1,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwwv9a.mpg,44,144,1.5537099838256836,0.7790735356908498
1,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbwx1s.mpg,187,287,3.9853575229644775,0.7919127038990766
1,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwa8n.mpg,83,183,2.2260210514068604,0.8516840491109391
1,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bgby4n.mpg,56,156,1.480170488357544,0.8615987207233912
1,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgwa1a.mpg,99,199,2.3311612606048584,0.8442784868842631
1,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/prif5s.mpg,81,181,1.5824520587921143,0.8645826600227081
1,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sbby3s.mpg,45,145,1.6680177450180054,0.8319138424811962
1,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwih9a.mpg,96,196,1.9164260625839233,0.8162114191285506
1,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgai9a.mpg,190,290,3.526960849761963,0.7330959705182585
1,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbj1s.mpg,102,202,1.7486259937286377,0.7699323486853215
1,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwi3s.mpg,109,209,2.298529624938965,0.7331912169533765
1,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbbh5a.mpg,32,132,1.8093342781066895,0.8630398896714592
1,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lgbc9a.mpg,23,123,1.4967480897903442,0.8161636759337603
1,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwaizn.mpg,137,237,2.5851387977600098,0.7384679162913237
1,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwwuzn.mpg,27,127,1.9368257522583008,0.8434825697410202
2,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/swal5a.mpg,104,204,1.9130780696868896,0.8535683441926418
2,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sriyzn.mpg,176,276,3.7777645587921143,0.6369687886454234
2,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lbaa4n.mpg,53,153,1.4904580116271973,0.812285217134047
2,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwo6n.mpg,89,189,1.6055724620819092,0.7935397650314339
2,4,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwbc3a.mpg,161,261,3.26761794090271,0.7001025519085571
2,5,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/brap4n.mpg,123,223,2.6779537200927734,0.789062342936378
2,6,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgbf9s.mpg,5,105,2.297943353652954,0.9169028563462219
2,7,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lrwv1s.mpg,10,110,1.6320217847824097,0.8878213815495647
2,8,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pras6n.mpg,15,115,1.613578200340271,0.8921112802468644
2,9,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/sgwazp.mpg,107,207,1.5654428005218506,0.7529671693105919
2,10,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbaczn.mpg,88,188,1.6537063121795654,0.7972168978823059
2,11,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/prwt6p.mpg,99,199,1.5974092483520508,0.8391033169897005
2,12,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pgin1s.mpg,124,224,1.8528082370758057,0.8750961614366499
2,13,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bbib8p.mpg,70,170,1.7671895027160645,0.7769621364405298
2,14,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bwbk2p.mpg,125,225,2.2591023445129395,0.7457124314985373
2,15,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pbbf8p.mpg,188,288,3.5860495567321777,0.7931642362718572
3,0,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bwwrzp.mpg,174,274,2.3641934394836426,0.7551390990738318
3,1,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/bwwe2p.mpg,106,206,1.8391969203948975,0.7402914252186876
3,2,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/pwim6p.mpg,43,143,1.2838764190673828,0.8340485540095356
3,3,/home/nabizadz/Projects/Mahsa/datasets/grid/test/s33/lwbv3s.mpg,15,115,1.9088263511657715,0.8719007735053911
