method,variant,model_name,fusion_type,local_radius,condition,loss_rate,gap_ms,output,cer,estoi,mse,pesq,plcmos,psnr,stoi,wer
temporal_self_cross_attention,learned_phase,av_plc_temporal_self_cross_attention_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,temporal_self_cross_attention,,single_gap,,160,fused,0.31639858420164557,0.9594060879765037,0.007706323005259037,3.8026644678115846,3.9314599433263138,33.44512913513083,0.971978098449724,0.524
temporal_self_cross_attention,learned_phase,av_plc_temporal_self_cross_attention_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,temporal_self_cross_attention,,single_gap,,500,masked_input,0.45816201880498114,0.7977093649364708,0.16444931387901307,2.3856501507759096,3.898428497314453,18.112940298156943,0.7871139012845719,0.658452380952381
temporal_self_cross_attention,learned_phase,av_plc_temporal_self_cross_attention_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,temporal_self_cross_attention,,single_gap,,500,fused,0.35346904437327725,0.8663957126152257,0.039169710725545884,2.9125010633468627,3.3622581522941593,26.033289721913636,0.9177282401689458,0.5637738095238095
temporal_self_cross_attention,learned_phase,av_plc_temporal_self_cross_attention_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,temporal_self_cross_attention,,single_gap,,1000,masked_input,0.6293285970519873,0.5825864398734998,0.3469975459575653,1.6877505447864531,3.7538064712524415,14.763455831926619,0.5644752189691878,0.7825238095238095
temporal_self_cross_attention,learned_phase,av_plc_temporal_self_cross_attention_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,temporal_self_cross_attention,,single_gap,,1000,fused,0.3748173670794697,0.7244859184830125,0.09619307577610016,2.0221702778339385,2.788582825104396,21.475417091870927,0.8324028096236289,0.5914761904761905
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,160,masked_input,0.34253121646568335,0.9331969972711763,0.0515672504901886,3.2601279356479647,3.8202308573722843,23.324713640995743,0.9314541721774351,0.5536190476190475
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,160,fused,0.30579861404478254,0.9533123797058148,0.009009986594319343,3.7303070607185362,3.9724188217798875,32.99323211536079,0.9639371313570063,0.5128095238095238
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,500,masked_input,0.45279585325957644,0.7977093649364708,0.16444931387901307,2.3856501507759096,3.898428497314453,18.112940298156943,0.7871139012845719,0.6496904761904762
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,500,fused,0.3384594913282575,0.8606431062622394,0.041514194756746295,2.876639978647232,3.6682302826881403,25.93875119904241,0.9100824815934917,0.5497261904761905
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,1000,masked_input,0.6272864903985762,0.5825864398734998,0.3469975459575653,1.6877505447864531,3.7538064712524415,14.763455831926619,0.5644752189691878,0.7818571428571429
global_local_affinity,griffin_lim,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid),global_local_affinity,,single_gap,,1000,fused,0.37283653072218803,0.7177281033066419,0.0946733719110489,2.0423696343898774,3.1914003096898393,21.573418645875616,0.8237375127608209,0.5844285714285713
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,160,masked_input,0.3417346754221858,0.9331969972711763,0.0515672504901886,3.2601279356479647,3.8202308573722843,23.324713640995743,0.9314541721774351,0.5517619047619048
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,160,fused,0.3029754851729881,0.9555216530661348,0.008990076370537281,3.7148261201381683,3.952695786730448,33.00934277911349,0.9693998879150122,0.511095238095238
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,500,masked_input,0.45005890239240826,0.7977093649364708,0.16444931387901307,2.3856501507759096,3.898428497314453,18.112940298156943,0.7871139012845719,0.6508809523809524
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,500,fused,0.35163516663355954,0.8648484946826469,0.04144504979252815,2.815921642780304,3.446594303099314,25.95095247714139,0.9178657768571848,0.564202380952381
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,1000,masked_input,0.6200232122009841,0.5825864398734998,0.3469975459575653,1.6877505447864531,3.7538064712524415,14.763455831926619,0.5644752189691878,0.773
global_local_affinity,learned_phase,av_plc_global_local_affinity_shared_decoder_v1_frozen_enc_fused_l1_ge_train_no_jitter(grid)_phase_reconstruction,global_local_affinity,,single_gap,,1000,fused,0.39064820538047446,0.7256031340126357,0.0944709575176239,1.9968629746437072,2.8693673094749457,21.581487808973872,0.8352923008436021,0.6046190476190477
